search_keyword,taxId,name,branch,branchCode,branchType,addressLocal,zipCode,contactGroup
ห้างขายยาตราเจ็ดดาว จำกัด,0105527023021,บริษัท ห้างขายยาตราเจ็ดดาว จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,18/5 ยูนิต -. หมู่1 ถนนเพชรเกษม ตำบลบ้านใหม่ อำเภอสามพราน นครปฐม,73110,3
อินโดไชน่า เฮลท์ แคร์ จำกัด,0105537025034,บริษัท อินโดไชน่า เฮลท์ แคร์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,444 ชั้น 12 อาคารโอลิมเปียไทยทาวเวอร์ ถนนรัชดาภิเษก แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร,10320,3
อินโดไชน่า เฮลท์ แคร์ จำกัด,0105537025034,บริษัท อินโดไชน่า เฮลท์ แคร์ จำกัด,,00001,สาขา,88 ซอยพึ่งมี 29 ถนนสุขุมวิท แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร,10260,3
ยูนิตี้ เด็นตัล จำกัด,0105532093058,บริษัท ยูนิตี้ เด็นตัล จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,72 ชั้น 2 อาคารพีเอวี ซอยคลองน้ำแก้ว (ลาดพร้าว42) ถนนลาดพร้าว แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร,10310,3
บี.เอ็ล.ฮั้ว จำกัด,0105490000456,บริษัท บี.เอ็ล.ฮั้ว จำกัด                                                                                                                                              ,สำนักงานใหญ่,00000,สำนักงานใหญ่,2 ซอยสิทธิเกษม ถนนสมเด็จเจ้าพระยา แขวงสมเด็จเจ้าพระยา เขตคลองสาน กรุงเทพมหานคร,10600,3
บี.เอ็ล.ฮั้ว จำกัด,0105490000456,บริษัท บี.เอ็ล.ฮั้ว จำกัด                                                                                                                                              ,,00001,สาขา,4 ซอยสิทธิเกษม ถนนสมเด็จเจ้าพระยา แขวงสมเด็จเจ้าพระยา เขตคลองสาน กรุงเทพมหานคร,10600,3
บี.เอ็ล.ฮั้ว จำกัด,0105490000456,บริษัท บี.เอ็ล.ฮั้ว จำกัด                                                                                                                                              ,,00004,สาขา,6 ซอยอุดมสุข 37 แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร,10260,3
บี.เอ็ล.ฮั้ว จำกัด,0105490000456,บริษัท บี.เอ็ล.ฮั้ว จำกัด                                                                                                                                              ,,00005,สาขา,"899/1,899/2,899/4 ถนนมิตรภาพ ตำบลในเมือง อำเภอเมืองนครราชสีมา นครราชสีมา",30000,3
บี.เอ็ล.ฮั้ว จำกัด,0105490000456,บริษัท บี.เอ็ล.ฮั้ว จำกัด                                                                                                                                              ,,00003,สาขา,41 ถนนสุขุมวิท ตำบลปากน้ำ อำเภอเมืองสมุทรปราการ สมุทรปราการ,10270,3
ที เอ็น พี เฮลท์แคร์ จำกัด,0125533003869,บริษัท ที เอ็น พี เฮลท์แคร์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,14 ซอยงามวงศ์วาน 8 ถนนงามวงศ์วาน ตำบลบางเขน อำเภอเมืองนนทบุรี นนทบุรี,11000,3
ไทยก๊อส,0105525009144,บริษัท ไทยก๊อส จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,123 ถนนกาญจนาภิเษก แขวงประเวศ เขตประเวศ กรุงเทพมหานคร,10250,3
ไทยก๊อส,0105525009144,บริษัท ไทยก๊อส จำกัด,,00006,สาขา,222/5 ถนนลาดกระบัง แขวงลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร,10250,3
ไทยก๊อส,0105525009144,บริษัท ไทยก๊อส จำกัด,,00004,สาขา,229 ถนนลาดกระบัง แขวงลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร,10520,3
ไทยก๊อส,0105525009144,บริษัท ไทยก๊อส จำกัด,,00005,สาขา,"123/1,123/2 หมู่9 ตำบลเมืองเก่า อำเภอเมืองขอนแก่น ขอนแก่น",40000,3
ยู.พี.เมดิคอล ซอลเตอร์ จำกัด,0105538107379,บริษัท ยู.พี.เมดิคอล ซอลเตอร์ จำกัด,,00001,สาขา,30/122 ซอยพุทธมณฑลสาย 2 ซอย 11 แขวงบางไผ่ เขตบางแค กรุงเทพมหานคร,10160,3
ยู.พี.เมดิคอล ซอลเตอร์ จำกัด,0105538107379,บริษัท ยู.พี.เมดิคอล ซอลเตอร์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,638/68 หมู่บ้านตุลย์นฎา ซอยพุทธมณฑลสาย 2 ซอย 7 แขวงบางแคเหนือ เขตบางแค กรุงเทพมหานคร,10160,3
ซิมม์ จำกัด,0105525013559,บริษัท ซิมม์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,264/10 ถนนสุขุมวิท 71 แขวงพระโขนงเหนือ เขตวัฒนา กรุงเทพมหานคร,10110,3
ซิมม์ จำกัด,0105525013559,บริษัท ซิมม์ จำกัด,,00002,สาขา,88/5 ซอยรามอินทรา 62 แขวงรามอินทรา เขตคันนายาว กรุงเทพมหานคร,10230,3
ไดนามิค อินสตรูเม้นท์ จำกัด,0105531031440,บริษัท ไดนามิค อินสตรูเม้นท์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,1104 ถนนอาคารสงเคราะห์ 5 แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร,10240,3
บางกอก ดรัก จำกัด,0105532125201,บริษัท บางกอก ดรัก จำกัด,,00003,สาขา,"99/19,99/20 หมู่3 ถนนบางนา-ตราด กม.23 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ",10540,3
บางกอก ดรัก จำกัด,0105532125201,บริษัท บางกอก ดรัก จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,874 ซอยอุรุพงษ์ 2 ถนนพระราม 6 แขวงถนนเพชรบุรี เขตราชเทวี กรุงเทพมหานคร,10400,3
บางกอก ดรัก จำกัด,0105532125201,บริษัท บางกอก ดรัก จำกัด,,00004,สาขา,99/2 หมู่3 ถนนบางนา-ตราด กม.23 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10540,3
บางกอก ดรัก จำกัด,0105532125201,บริษัท บางกอก ดรัก จำกัด,,00002,สาขา,48/1 หมู่5 ถนนหนองแช่เสา ตำบลน้ำพุ อำเภอเมืองราชบุรี ราชบุรี,70000,3
โสตถิวัฒน์ จำกัด,0125539001949,บริษัท โสตถิวัฒน์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,62/305-306 หมู่8 ถนนรัตนาธิเบศร์ ตำบลบางกระสอ อำเภอเมืองนนทบุรี นนทบุรี,11000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00018,สาขา,"75/10,11,12 หมู่5 ตำบลบางกระทึก อำเภอสามพราน นครปฐม",73210,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00213,สาขา,4755 ชั้น 1 ยูนิต R104 ถนนประชาสงเคราะห์ แขวงรัชดาภิเษก เขตดินแดง กรุงเทพมหานคร,10400,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00217,สาขา,599/3 ชั้น ยูนิตที่ F101 ถนนสายไหม แขวงสายไหม เขตสายไหม กรุงเทพมหานคร,10220,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00222,สาขา,247/9 หมู่11 ตำบลหนองปรือ อำเภอบางละมุง ชลบุรี,20150,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00226,สาขา,198 ยูนิต C6-C7 หมู่6 ตำบลบ้านใหม่ อำเภอปากเกร็ด นนทบุรี,11120,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00179,สาขา,"1 ยูนิต A22-23,A47 ซอยนนทบุรี 15 ตำบลบางกระสอ อำเภอเมืองนนทบุรี นนทบุรี",11000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00214,สาขา,282 ยูนิต 115 ถนนพระรามที่ 2 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร,10150,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00218,สาขา,899 ยูนิต THR03LS132 ถนนเทพรักษ์ แขวงท่าแร้ง เขตบางเขน กรุงเทพมหานคร,10220,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00223,สาขา,169/14 หมู่4 ตำบลบางรักน้อย อำเภอเมืองนนทบุรี นนทบุรี,11000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00197,สาขา,"134/277,134/278 หมู่2 ตำบลสุรศักดิ์ อำเภอศรีราชา ชลบุรี",20110,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00215,สาขา,189 ถนนรามคำแหง แขวงสะพานสูง เขตสะพานสูง กรุงเทพมหานคร,10240,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00220,สาขา,"1885 ยูนิต B01,B02 ซอยลาดพร้าว 94 (ปัญจมิตร) แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร",10310,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00224,สาขา,113/2 ยูนิต B1-B4 ถนนทวีวัฒนา แขวงทวีวัฒนา เขตทวีวัฒนา กรุงเทพมหานคร,10170,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00212,สาขา,50/1 ชั้น 1 ยูนิต B112 หมู่บ้านโครงการ Jass Green Village Prawet ถนนสุขาภิบาล 2 แขวงดอกไม้ เขตประเวศ กรุงเทพมหานคร,10250,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00216,สาขา,95/1-2 หมู่10 ตำบลบางม่วง อำเภอบางใหญ่ นนทบุรี,11140,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00221,สาขา,"222/8,222/9 ถนนสรงประภา แขวงสีกัน เขตดอนเมือง กรุงเทพมหานคร",10210,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00225,สาขา,246/4 หมู่1 ตำบลริมใต้ อำเภอแม่ริม เชียงใหม่,50180,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00228,สาขา,141/7 ถนนพุทธมณฑลสาย 2 แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร,10170,3
ฟาสซิโน,0105544056349,บริษัท ห้วยขวางฟาสซิโน จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,2004/87 ถนนประชาสงเคราะห์ แขวงดินแดง เขตดินแดง กรุงเทพมหานคร,10320,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00058,สาขา,39/29-30 ถนนนิพัทธ์สงเคราะห์ 1 ตำบลหาดใหญ่ อำเภอหาดใหญ่ สงขลา,90110,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00069,สาขา,65 หมู่10 ตำบลหนองปรือ อำเภอบางละมุง ชลบุรี,20260,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00075,สาขา,"3,5,7 ถนนสุเทพ ตำบลสุเทพ อำเภอเมืองเชียงใหม่ เชียงใหม่",50200,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00080,สาขา,153 ถนนราชดำเนิน ตำบลในเมือง อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช,80000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00087,สาขา,15/26-27 ซอยธรรมวิถี 4 ถนนธรรมวิถี ตำบลในเมือง อำเภอเมืองอุบลราชธานี อุบลราชธานี,34000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00094,สาขา,1075/46 หมู่4 ตำบลท่าม่วง อำเภอท่าม่วง กาญจนบุรี,71110,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00102,สาขา,155-155/1 หมู่3 ตำบลบ้านดู่ อำเภอเมืองเชียงราย เชียงราย,57100,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00108,สาขา,99/29 ยูนิต R102 หมู่1 ตำบลราชาเทวะ อำเภอบางพลี สมุทรปราการ,10540,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00119,สาขา,225 ถนนสุเทพ ตำบลสุเทพ อำเภอเมืองเชียงใหม่ เชียงใหม่,50200,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00128,สาขา,612/10-12 ถนนโพศรี ตำบลหมากแข้ง อำเภอเมืองอุดรธานี อุดรธานี,41000,3
ฟาสซิโน,0553545000023,ห้างหุ้นส่วนจำกัด น่าน ฟาสซิโน,,00001,สาขา,150/15 ถนนสุมนเทวราช ตำบลในเวียง อำเภอเมืองน่าน น่าน,55000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00136,สาขา,2/203 ถนนยันตรกิจโกศล ตำบลในเวียง อำเภอเมืองแพร่ แพร่,54000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00145,สาขา,"160/15,160/16 ถนนแสงชูโต ตำบลบ้านเหนือ อำเภอเมืองกาญจนบุรี กาญจนบุรี",71000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00229,สาขา,29/4 ยูนิต 1-2 ถนนท่าหลวง ตำบลวัดใหม่ อำเภอเมืองจันทบุรี จันทบุรี,22000,3
ฟาสซิโน,0553545000023,ห้างหุ้นส่วนจำกัด น่าน ฟาสซิโน,สำนักงานใหญ่,00000,สำนักงานใหญ่,150/16 ถนนสุมนเทวราช ตำบลในเวียง อำเภอเมืองน่าน น่าน,55000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,199 หมู่1 ตำบลบางเตย อำเภอสามพราน นครปฐม,73210,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00059,สาขา,208/3 ถนนพหลโยธิน แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร,10400,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00071,สาขา,979 ถนนอรุณอมรินทร์ แขวงศิริราช เขตบางกอกน้อย กรุงเทพมหานคร,10700,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00076,สาขา,"85/4,8 หมู่9 ตำบลหนองปรือ อำเภอบางละมุง ชลบุรี",20260,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00081,สาขา,144/23 ถนนสีลม แขวงสุริยวงศ์ เขตบางรัก กรุงเทพมหานคร,10500,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00090,สาขา,82 ยูนิต C5 หมู่6 ถนนกาญจนาภิเษก ตำบลเสาธงหิน อำเภอบางใหญ่ นนทบุรี,11140,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00095,สาขา,355 ถนนแสงชูโตใต้ ตำบลปากแพรก อำเภอเมืองกาญจนบุรี กาญจนบุรี,71000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00103,สาขา,"306,308 ถนนเทศา ตำบลพระประโทน อำเภอเมืองนครปฐม นครปฐม",73000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00113,สาขา,28 หมู่7 ตำบลแม่สาย อำเภอแม่สาย เชียงราย,57130,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00121,สาขา,19/118-119 หมู่6 ตำบลหนองปรือ อำเภอบางละมุง ชลบุรี,20150,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00001,สาขา,8/154 หมู่6 ตำบลนาเกลือ อำเภอบางละมุง ชลบุรี,20150,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00139,สาขา,99/17-18 หมู่5 ตำบลหนองปรือ อำเภอบางละมุง ชลบุรี,20150,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00147,สาขา,381/3 หมู่3 ตำบลเวียงพางคำ อำเภอแม่สาย เชียงราย,57130,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00155,สาขา,257/7 หมู่14 ถนนมิตรภาพ ตำบลในเมือง อำเภอเมืองขอนแก่น ขอนแก่น,40000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00042,สาขา,1093/1 ถนนวิภาวดีรังสิต แขวงลาดยาว เขตจตุจักร กรุงเทพมหานคร,10900,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00065,สาขา,114/3 หมู่8 ตำบลแม่สาย อำเภอแม่สาย เชียงราย,57130,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00073,สาขา,334 ถนนงามวงศ์วาน ตำบลบางเขน อำเภอเมืองนนทบุรี นนทบุรี,11000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00077,สาขา,413/6 ถนนบรรพปราการ ตำบลเวียง อำเภอเมืองเชียงราย เชียงราย,57000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00082,สาขา,209/10 หมู่10 ตำบลหนองปรือ อำเภอบางละมุง ชลบุรี,20150,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00091,สาขา,251/16 ตำบลทับเที่ยง อำเภอเมืองตรัง ตรัง,92000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00098,สาขา,22/69 หมู่7 ตำบลจันทนิมิต อำเภอเมืองจันทบุรี จันทบุรี,22000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00105,สาขา,2/1 หมู่4 ตำบลในเมือง อำเภอเมืองขอนแก่น ขอนแก่น,40000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00114,สาขา,37 ถนนกันทรลักษ์ ตำบลวารินชำราบ อำเภอวารินชำราบ อุบลราชธานี,34190,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00123,สาขา,"35,37,39 ถนนพโลรังฤทธิ์ ตำบลในเมือง อำเภอเมืองอุบลราชธานี อุบลราชธานี",34000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00130,สาขา,26/19 หมู่1 ตำบลบางบัวทอง อำเภอบางบัวทอง นนทบุรี,11110,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00140,สาขา,"36,36/1 หมู่4 ตำบลนาเกลือ อำเภอบางละมุง ชลบุรี",20150,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00151,สาขา,54/54 หมู่7 ถนนพุทธมณฑลสาย 2 แขวงบางไผ่ เขตบางแค กรุงเทพมหานคร,10160,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00156,สาขา,95 หมู่8 ตำบลคลองหนึ่ง อำเภอคลองหลวง ปทุมธานี,12120,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00162,สาขา,41/59 หมู่8 ตำบลบางละมุง อำเภอบางละมุง ชลบุรี,20150,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00172,สาขา,80/8-9 ถนนพระองค์ดำ ตำบลในเมือง อำเภอเมืองพิษณุโลก พิษณุโลก,65000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00180,สาขา,19/21-22 หมู่3 ตำบลศาลายา อำเภอพุทธมณฑล นครปฐม,73170,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00185,สาขา,14-15 ถนนบ่อเริ่ม ตำบลพระปฐมเจดีย์ อำเภอเมืองนครปฐม นครปฐม,73000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00190,สาขา,99/116 ถนนแจ้งวัฒนะ แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร,10210,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00200,สาขา,"221,221/1 ถนนนวลจันทร์ แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร",10230,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00227,สาขา,193/6 ยูนิต A 5 หมู่2 ตำบลนาเกลือ อำเภอบางละมุง ชลบุรี,20150,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00051,สาขา,353/55 ห้อง 1-9 หมู่9 ตำบลหนองปรือ อำเภอบางละมุง ชลบุรี,20260,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00068,สาขา,234/1ห้อง A1281/1-S1 ถนนเพชรเกษม ตำบลหัวหิน อำเภอหัวหิน ประจวบคีรีขันธ์,77110,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00074,สาขา,269/5 ถนนแก้วนวรัฐ ตำบลวัดเกต อำเภอเมืองเชียงใหม่ เชียงใหม่,50000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00079,สาขา,171/58-59 หมู่4 ถนนสนามบิน ตำบลในเมือง อำเภอเมืองชัยภูมิ ชัยภูมิ,36000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00083,สาขา,"301/5,6 หมู่6 ตำบลนาเกลือ อำเภอบางละมุง ชลบุรี",20150,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00093,สาขา,707/7-8 หมู่9 ตำบลเวียงพางคำ อำเภอแม่สาย เชียงราย,57130,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00101,สาขา,25/4 ถนนกำลังทรัพย์ ตำบลเขานิเวศน์ อำเภอเมืองระนอง ระนอง,85000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00106,สาขา,460-462 หมู่1 ตำบลเขาน้อย อำเภอปราณบุรี ประจวบคีรีขันธ์,77120,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00115,สาขา,"54,56 ถนนป่าขาม ตำบลหัวเวียง อำเภอเมืองลำปาง ลำปาง",52000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00126,สาขา,33 ถนนเจษฎาบดินทร์ ตำบลท่าอิฐ อำเภอเมืองอุตรดิตถ์ อุตรดิตถ์,53000,3
ฟาสซิโน,0505542003244,บริษัท เชียงใหม่ ฟาสซิโน จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,9 ถนนสุเทพ ตำบลสุเทพ อำเภอเมืองเชียงใหม่ เชียงใหม่,50200,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00131,สาขา,121 ถนนรอบเมืองใน ตำบลในเมือง อำเภอเมืองลำพูน ลำพูน,51000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00143,สาขา,336/992 หมู่1 ตำบลประชาธิปัตย์ อำเภอธัญบุรี ปทุมธานี,12130,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00152,สาขา,85/49 ถนนโคกขัน ตำบลทับเที่ยง อำเภอเมืองตรัง ตรัง,92000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00206,สาขา,554 ชั้น 1 โซน PLAZA ยูนิต PZ1-032 ถนนสุขุมวิท ตำบลเนินพระ อำเภอเมืองระยอง ระยอง,21000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00211,สาขา,94 ยูนิต G03 หมู่บ้านโครงการกรีนพาร์ค คอมมูนิตี้มอลล์ หมู่4 ตำบลฟ้าฮ่าม อำเภอเมืองเชียงใหม่ เชียงใหม่,50000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00154,สาขา,37 หมู่2 ตำบลหางดง อำเภอหางดง เชียงใหม่,50230,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00159,สาขา,7 ถนนสงขลาบุรี ตำบลบ่อยาง อำเภอเมืองสงขลา สงขลา,90000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00166,สาขา,25/8-11 หมู่1 ตำบลพลูตาหลวง อำเภอสัตหีบ ชลบุรี,20180,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00176,สาขา,82 ซอยสุขุมวิท24 แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร,10110,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00182,สาขา,301/10 หมู่6 ตำบลนาเกลือ อำเภอบางละมุง ชลบุรี,20150,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00187,สาขา,936/1 ซอยสุขุมวิท55 (ทองหล่อ) แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร,10110,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00194,สาขา,247/20 หมู่9 ถนนสุขุมวิท ตำบลนาจอมเทียน อำเภอสัตหีบ ชลบุรี,20250,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00202,สาขา,224/4 ถนนเยาวราช ตำบลตลาดใหญ่ อำเภอเมืองภูเก็ต ภูเก็ต,83000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00209,สาขา,"152,152/1-152/3 หมู่7 ตำบลจันทนิมิต อำเภอเมืองจันทบุรี จันทบุรี",22000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00161,สาขา,511 ถนนพรานนก-พุทธมณฑลสาย 4 แขวงบางพรม เขตตลิ่งชัน กรุงเทพมหานคร,10170,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00167,สาขา,8/169-170 หมู่4 ตำบลดอนหัวฬ่อ อำเภอเมืองชลบุรี ชลบุรี,20000,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00178,สาขา,286 หมู่3 ตำบลบ่อวิน อำเภอศรีราชา ชลบุรี,20230,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00183,สาขา,"229/126,127 หมู่12 ตำบลหนองปรือ อำเภอบางละมุง ชลบุรี",20150,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00189,สาขา,108/4 ถนนเขาเงิน ตำบลขันเงิน อำเภอหลังสวน ชุมพร,86110,3
ฟาสซิโน,0735545001470,บริษัท โปร ฟาสซิโน จำกัด,,00195,สาขา,39 หมู่7 ตำบลคลองสอง อำเภอคลองหลวง ปทุมธานี,12120,3
